z	 pix 
0.262207	1605664
0.209715	1607714
0.401542	1607714
0.323481	1605669
0.323527	1603628
0.410871	1601583
0.233340	1603635
0.379915	1605682
0.186895	1601588
0.445976	1603636
0.415867	1603638
0.402227	1605686
0.327250	1603642
0.385837	1605690
0.387583	1605692
0.171099	1603645
0.168013	1605693
0.389549	1605693
0.243200	1605698
0.381408	1605699
0.344064	1605700
0.321308	1603655
0.466857	1603656
0.421797	1601608
0.180111	1605705
0.330722	1603663
0.183561	1601619
0.447704	1603672
0.178686	1603683
0.296325	1603685
0.397137	1607785
0.274294	1603693
0.224064	1605747
0.409283	1603703
0.308479	1607805
0.354209	1605759
0.363137	1603713
0.308011	1603715
0.352453	1603717
0.271449	1605766
0.284329	1607816
0.415939	1603722
0.330226	1601674
0.331825	1601674
0.308623	1605771
0.423830	1605772
0.409930	1605772
0.294263	1605775
0.287120	1605777
0.408470	1605790
0.230679	1605792
0.248187	1605797
0.396019	1605798
0.401123	1603750
0.398340	1605798
0.353426	1601706
0.402344	1605803
0.165197	1605804
0.441791	1603757
0.421483	1605808
0.404432	1605813
0.182609	1605816
0.379629	1603775
0.466294	1607871
0.176932	1601740
0.228124	1601754
0.244481	1603804
0.285885	1603805
0.285865	1605853
0.286359	1603805
0.358570	1601761
0.325226	1603809
0.330194	1601761
0.366853	1607908
0.324421	1605860
0.322819	1605860
0.323463	1607909
0.305900	1601768
0.377565	1601769
0.391161	1603818
0.348368	1605867
0.391982	1601771
0.260107	1603827
0.286053	1601780
0.315315	1603831
0.298475	1601783
0.313833	1603831
0.296089	1603831
0.314416	1607929
0.386545	1603840
0.265760	1605889
0.287187	1605889
0.444137	1601796
0.287870	1603845
0.266440	1607942
0.385703	1603848
0.352201	1603851
0.452893	1603853
0.342377	1607949
0.467998	1605900
0.365071	1605902
0.364258	1605902
0.364762	1603855
0.261975	1603858
0.334866	1591235
0.274878	1595332
0.364732	1591237
0.217478	1593285
0.409395	1595336
0.287099	1595339
0.281910	1593300
0.326273	1595349
0.326658	1595351
0.325325	1593303
0.172697	1591258
0.400487	1595356
0.316488	1591265
0.296735	1593315
0.313536	1595371
0.372940	1591276
0.322787	1593324
0.170663	1595375
0.322816	1593326
0.444610	1593326
0.447052	1593327
0.417210	1593327
0.260018	1591281
0.258465	1591285
0.341726	1595382
0.309531	1591289
0.226439	1593338
0.370508	1595393
0.263296	1595393
0.379726	1591297
0.325839	1593347
0.404492	1591299
0.324510	1591301
0.353119	1593357
0.342334	1593357
0.180515	1591310
0.346821	1591316
0.344246	1591319
0.252976	1593367
0.240485	1593368
0.400170	1593368
0.435232	1591321
0.403060	1593379
0.404336	1593379
0.403554	1595428
0.203013	1591340
0.191960	1591342
0.318803	1593392
0.248498	1593392
0.413949	1591345
0.355349	1591345
0.248169	1595442
0.233996	1595445
0.364331	1593400
0.430731	1595449
0.416099	1593401
0.388810	1593404
0.287119	1593409
0.168021	1589315
0.256622	1593416
0.326209	1593420
0.281592	1593423
0.377937	1591376
0.282376	1591376
0.192633	1593427
0.379994	1593429
0.466305	1591382
0.308824	1591389
0.408241	1593438
0.188350	1595490
0.185530	1595490
0.442327	1591399
0.231964	1593447
0.272663	1591403
0.291674	1591403
0.394729	1589365
0.438677	1591414
0.371624	1593464
0.286732	1593464
0.286643	1593464
0.238390	1593471
0.239086	1591424
0.168539	1593473
0.399318	1593475
0.331749	1591428
0.202968	1591429
0.434604	1591431
0.349533	1593479
0.374301	1593480
0.346507	1593484
0.281958	1589390
0.353229	1591439
0.285393	1591439
0.347915	1595535
0.274199	1589393
0.378923	1591441
0.387898	1593494
0.215536	1595544
0.397868	1595544
0.416214	1591453
0.421231	1591454
0.398756	1593502
0.250500	1595554
0.357164	1591467
0.434688	1591469
0.435774	1593517
0.443055	1589421
0.169235	1593518
0.186617	1593532
0.446168	1591485
0.416330	1593533
0.303370	1593535
0.379744	1593536
0.322246	1591495
0.371763	1591496
0.267008	1591504
0.289037	1591507
0.218157	1591508
0.334975	1591508
0.258820	1593559
0.396357	1595608
0.257396	1589465
0.283373	1593563
0.256684	1593565
0.244051	1593565
0.369913	1591518
0.215068	1591519
0.375682	1593576
0.287607	1591532
0.210467	1591534
0.367699	1595636
0.263460	1591541
0.276801	1593589
0.314426	1593589
0.422071	1589494
0.217350	1593591
0.358598	1593592
0.296492	1593597
0.311959	1593600
0.436692	1597696
0.279108	1595650
0.297297	1591555
0.459036	1593603
0.443241	1593611
0.446580	1591565
0.360588	1591566
0.350907	1591569
0.343443	1591569
0.384580	1591569
0.301363	1589532
0.338265	1591583
0.328401	1593633
0.371071	1591587
0.404288	1593634
0.398989	1591589
0.399290	1591594
0.343111	1595696
0.394282	1591601
0.403097	1593648
0.243852	1593649
0.249983	1593650
0.222867	1595712
0.419702	1593663
0.226971	1593664
0.224665	1593664
0.353862	1593674
0.300371	1593676
0.271933	1589582
0.300066	1591633
0.425530	1591636
0.389800	1591649
0.356755	1589607
0.346086	1583040
0.231232	1583043
0.403279	1583048
0.341841	1583050
0.314946	1578955
0.243220	1578957
0.175095	1581005
0.460674	1581006
0.335086	1581008
0.339843	1581008
0.334208	1581008
0.334242	1581008
0.332947	1585105
0.174827	1583058
0.398584	1583062
0.327275	1583064
0.338452	1581018
0.340588	1581019
0.339363	1581019
0.355625	1581021
0.347104	1581026
0.351074	1583077
0.350134	1581029
0.350167	1583083
0.257603	1581037
0.397500	1581036
0.430807	1583088
0.423813	1581041
0.369540	1583090
0.162696	1578996
0.257293	1585140
0.226195	1578997
0.380781	1578999
0.226309	1581049
0.258848	1583098
0.256297	1581050
0.260105	1581050
0.258348	1583099
0.371590	1579003
0.374611	1581056
0.378323	1583105
0.318196	1579023
0.181509	1583119
0.318902	1581070
0.315068	1579023
0.385992	1581070
0.319194	1581071
0.320593	1581072
0.288395	1579027
0.321017	1579028
0.384620	1583124
0.425094	1581077
0.314223	1585174
0.429052	1581078
0.317434	1583128
0.371178	1585176
0.322354	1581081
0.457955	1583130
0.395677	1581083
0.458203	1579037
0.353733	1583141
0.355718	1583142
0.357889	1585190
0.325152	1581094
0.356249	1579048
0.416771	1583150
0.329421	1583157
0.328470	1579064
0.357939	1583161
0.457893	1579065
0.168584	1579067
0.469203	1583169
0.242184	1579074
0.450564	1583172
0.191151	1581125
0.367289	1581139
0.170576	1583190
0.310346	1579098
0.446617	1581151
0.419395	1583202
0.420943	1579109
0.299647	1583207
0.212393	1581159
0.271694	1579119
0.283593	1579122
0.285213	1581171
0.224720	1583221
0.466788	1581174
0.229824	1583224
0.188887	1581178
0.368179	1581179
0.181020	1579133
0.286422	1581185
0.265360	1583235
0.245133	1581190
0.267347	1579142
0.447093	1579146
0.442944	1579146
0.237568	1579147
0.233614	1581195
0.416980	1583244
0.339947	1581199
0.330068	1583251
0.381651	1581205
0.381792	1583254
0.252053	1579160
0.416621	1579160
0.261302	1581211
0.260466	1583260
0.410960	1581212
0.317460	1581212
0.359193	1583261
0.426344	1581212
0.428232	1583263
0.357183	1581221
0.327598	1583273
0.435849	1581231
0.444947	1583279
0.441418	1581231
0.433364	1583280
0.457507	1579188
0.425164	1581238
0.465276	1583287
0.304203	1581247
0.382504	1581247
0.319807	1581255
0.357411	1583304
0.382810	1579212
0.382352	1581259
0.381446	1581259
0.357862	1583309
0.174035	1583310
0.455042	1581261
0.306953	1579215
0.254456	1579216
0.355631	1579217
0.284840	1583313
0.335252	1579217
0.162661	1581265
0.306368	1581265
0.356053	1577170
0.279183	1585363
0.439830	1583317
0.219663	1579226
0.220548	1581276
0.287862	1583325
0.218700	1579230
0.326413	1583326
0.336438	1579231
0.336812	1581279
0.178323	1583328
0.246981	1581280
0.358101	1583331
0.287264	1581285
0.370112	1583335
0.347739	1581288
0.291083	1583337
0.342100	1583341
0.175003	1583342
0.251772	1581296
0.252128	1583345
0.251155	1581297
0.386053	1581303
0.428383	1579256
0.377827	1583353
0.374369	1583353
0.434927	1583360
0.439272	1579265
0.325915	1581315
0.329203	1581315
0.236579	1581317
0.236525	1583367
0.236681	1581322
0.263903	1579277
0.384403	1583374
0.263350	1581326
0.236993	1581333
0.339796	1579305
0.201317	1581353
0.292852	1581355
0.339491	1583403
0.398105	1579312
0.380400	1579315
0.298883	1583415
0.310654	1579321
0.353125	1579323
0.430412	1579327
0.368217	1581375
0.340590	1581382
0.367906	1583431
0.367817	1581383
0.366043	1583433
0.300416	1579342
0.390877	1579344
0.338079	1585490
0.395286	1583443
0.250809	1579348
0.371632	1577305
0.184929	1579366
0.356965	1579368
0.395956	1583470
0.396151	1585518
0.422571	1579375
0.403638	1583471
0.422176	1581424
0.425240	1583481
0.232540	1581437
0.388807	1583486
0.390871	1579392
0.334045	1577345
0.208865	1583490
0.336215	1581442
0.163761	1581444
0.350130	1583494
0.371608	1585542
0.360683	1579405
0.428986	1583501
0.446893	1570754
0.451702	1572802
0.291067	1570759
0.209207	1570763
0.357114	1568715
0.227220	1570765
0.355566	1568718
0.402275	1566671
0.261702	1572816
0.351676	1568724
0.363080	1568725
0.199863	1570776
0.354095	1572827
0.347617	1566688
0.341498	1570787
0.327344	1572840
0.364621	1568745
0.406917	1572845
0.253446	1570804
0.303507	1568758
0.226390	1572859
0.253175	1570813
0.178264	1568768
0.463228	1570826
0.395288	1568778
0.394541	1568778
0.203983	1572877
0.383243	1570831
0.182297	1570833
0.183523	1570834
0.180089	1568787
0.459040	1566741
0.307009	1568793
0.305192	1570842
0.382637	1566749
0.397336	1568797
0.458721	1568799
0.169736	1568801
0.347446	1572896
0.258349	1570852
0.365449	1572901
0.270820	1568817
0.189532	1566773
0.391592	1568827
0.355426	1568828
0.467268	1566781
0.347952	1568830
0.347707	1568831
0.347879	1570880
0.394085	1568832
0.428431	1572936
0.469182	1568846
0.390017	1568846
0.369968	1572945
0.382617	1570903
0.331489	1572951
0.377561	1570905
0.357189	1568856
0.357128	1566814
0.426893	1568862
0.422480	1572962
0.381519	1570917
0.212398	1570919
0.449815	1572969
0.314556	1572972
0.313048	1572973
0.355313	1572975
0.227164	1568887
0.236071	1568894
0.378890	1568894
0.244045	1570946
0.419330	1566856
0.320308	1573000
0.330317	1568906
0.208121	1568907
0.384186	1570963
0.418278	1566868
0.358601	1568917
0.256171	1566870
0.361495	1570966
0.459097	1570971
0.429213	1573020
0.358905	1570978
0.217570	1573033
0.184274	1568943
0.185461	1568944
0.459352	1568947
0.427175	1570997
0.337779	1571001
0.186700	1573052
0.467684	1571005
0.179418	1568959
0.374059	1568960
0.358206	1571011
0.353781	1571011
0.338316	1568965
0.346099	1566918
0.354954	1568967
0.277607	1568968
0.167305	1571021
0.324008	1573068
0.321547	1568972
0.322133	1573068
0.322627	1568973
0.325824	1568974
0.229312	1568976
0.446349	1568984
0.279445	1568989
0.337381	1571038
0.179466	1573091
0.345643	1566948
0.170728	1566951
0.296483	1569001
0.294583	1569001
0.330577	1573098
0.294370	1571051
0.344020	1573100
0.175326	1569009
0.385425	1573108
0.251235	1569011
0.189003	1566965
0.217765	1573110
0.248161	1569015
0.238157	1571068
0.375391	1573116
0.377231	1571070
0.234458	1571071
0.467898	1571070
0.376439	1571071
0.376663	1571071
0.371173	1566979
0.333059	1571075
0.335091	1569028
0.235007	1573125
0.344751	1566984
0.231538	1571083
0.235463	1571083
0.332092	1569035
0.239373	1566990
0.361582	1573134
0.216864	1569040
0.235032	1569040
0.309231	1569041
0.366179	1569042
0.388261	1566996
0.234409	1569044
0.324496	1571104
0.227407	1573152
0.381470	1569057
0.370538	1571109
0.343151	1569066
0.349963	1573164
0.260182	1571120
0.343307	1569072
0.343413	1569072
0.294610	1571122
0.295442	1571123
0.294820	1573171
0.351071	1567030
0.430174	1571134
0.305910	1569089
0.364332	1571138
0.336835	1571139
0.329180	1567047
0.336655	1569095
0.337138	1569095
0.326616	1567048
0.299898	1571145
0.367567	1569098
0.465157	1571146
0.229658	1571148
0.389796	1569099
0.250420	1569100
0.370697	1573204
0.181287	1569112
0.329074	1571161
0.369504	1569113
0.406610	1567069
0.445059	1573214
0.397709	1569121
0.393219	1573222
0.227693	1569129
0.428209	1571181
0.360226	1573231
0.336724	1571189
0.389475	1571190
0.336271	1571189
0.428356	1567097
0.428145	1569144
0.434481	1571193
0.425401	1569148
0.338380	1573248
0.353129	1573249
0.204520	1569157
0.391072	1571208
0.391258	1571208
0.260965	1573261
0.165477	1558465
0.336226	1558466
0.168587	1560516
0.448283	1556425
0.458211	1558478
0.286638	1556432
0.349807	1560529
0.317934	1556443
0.409757	1562591
0.312346	1560551
0.412876	1558504
0.451722	1560556
0.178555	1556461
0.262411	1560557
0.465541	1562608
0.465277	1558515
0.286738	1558515
0.466540	1558516
0.195687	1558517
0.228782	1556471
0.229257	1558520
0.401862	1560570
0.271896	1556477
0.372612	1556478
0.357752	1556488
0.280137	1558538
0.363961	1558544
0.330854	1560592
0.315309	1558545
0.458496	1556497
0.420978	1560593
0.183699	1560596
0.258207	1556499
0.183045	1556501
0.183824	1558549
0.314846	1558553
0.315129	1560601
0.381547	1556506
0.407334	1560606
0.258769	1556511
0.237433	1556512
0.411244	1556521
0.203290	1556528
0.204823	1558577
0.343413	1556530
0.338971	1556533
0.342528	1556533
0.343054	1556534
0.343715	1556535
0.345329	1556536
0.344906	1554489
0.216504	1556537
0.374669	1556538
0.251552	1560635
0.415986	1558605
0.386179	1560654
0.401524	1560655
0.397715	1556560
0.464272	1556570
0.464441	1558620
0.393126	1560668
0.464578	1556579
0.463789	1558628
0.297268	1560679
0.420114	1560680
0.311283	1560680
0.411546	1558637
0.412963	1556588
0.411643	1556588
0.282943	1560691
0.219267	1558647
0.340310	1556598
0.227746	1558648
0.339498	1558648
0.216463	1554552
0.340257	1556600
0.260382	1560701
0.305646	1560701
0.420517	1556611
0.422057	1554564
0.336108	1558667
0.324655	1558670
0.322246	1556638
0.166021	1562793
0.257674	1560747
0.458959	1560752
0.442596	1560754
0.422952	1558713
0.178376	1556666
0.255117	1558715
0.263446	1558717
0.435305	1560770
0.429748	1558724
0.361115	1558724
0.197671	1558735
0.203659	1558736
0.381873	1560786
0.222259	1558747
0.216198	1558749
0.279675	1558756
0.321183	1556710
0.439839	1560815
0.446439	1556721
0.441687	1560823
0.424406	1558776
0.438900	1556731
0.304655	1560829
0.376603	1558782
0.366065	1560833
0.449900	1556738
0.224543	1556743
0.217867	1558793
0.301714	1560848
0.172582	1560850
0.438276	1560851
0.324060	1554731
0.338987	1560876
0.299586	1556785
0.299769	1558834
0.389045	1562936
0.313583	1558851
0.367061	1556804
0.218318	1556805
0.355757	1556809
0.249387	1558858
0.336402	1558858
0.335431	1556813
0.389531	1556814
0.357512	1556815
0.430775	1556820
0.203753	1558876
0.347536	1558876
0.312207	1556829
0.335228	1558879
0.346188	1556830
0.383139	1560930
0.167306	1558896
0.352579	1560944
0.338864	1556851
0.387553	1558903
0.216881	1558905
0.164490	1556860
0.348578	1563009
0.345320	1560961
0.344744	1560961
0.262494	1556866
0.163973	1558915
0.394313	1558916
0.207881	1563013
0.393851	1556869
0.323238	1548158
0.386199	1548163
0.307831	1546121
0.311367	1546121
0.451817	1548177
0.179053	1548180
0.336533	1544086
0.382070	1546138
0.449605	1546139
0.345343	1544093
0.448804	1550238
0.345788	1544094
0.392153	1550239
0.360084	1546148
0.400103	1548200
0.401300	1546152
0.466367	1546152
0.262599	1548206
0.406031	1548209
0.248037	1544116
0.409305	1546166
0.348078	1548213
0.385383	1544117
0.436830	1548214
0.350970	1546169
0.356093	1548218
0.184861	1550267
0.184730	1548219
0.339023	1546172
0.442233	1546173
0.362691	1544128
0.357851	1546177
0.389228	1544138
0.206049	1546187
0.196462	1548236
0.381053	1548239
0.295015	1544146
0.350544	1544148
0.195782	1544151
0.352826	1544152
0.341129	1548249
0.341464	1546201
0.462220	1548249
0.340570	1544153
0.218577	1544154
0.398437	1544163
0.385972	1548263
0.365966	1546216
0.365819	1548264
0.406077	1546216
0.298200	1548265
0.379764	1546221
0.351377	1548272
0.457059	1546224
0.320112	1550321
0.195254	1546227
0.231754	1548276
0.400510	1546229
0.398914	1546230
0.403311	1544182
0.399491	1544182
0.398788	1546230
0.303224	1546231
0.281504	1548285
0.433757	1546238
0.396055	1546239
0.451610	1546239
0.260679	1544194
0.259261	1544194
0.242670	1546243
0.387907	1546249
0.348395	1544204
0.432595	1544204
0.297588	1546254
0.396730	1548301
0.296064	1548302
0.350324	1544206
0.350221	1544206
0.295720	1546255
0.271608	1548305
0.309210	1548306
0.374488	1546258
0.306081	1548306
0.431815	1546262
0.186035	1548315
0.413109	1548317
0.243086	1546271
0.339256	1544222
0.235314	1548322
0.237581	1548322
0.302692	1548325
0.263080	1546282
0.267728	1548337
0.416352	1546291
0.200957	1550388
0.193857	1544245
0.337244	1548342
0.432019	1546294
0.430819	1544246
0.359157	1548347
0.360300	1548350
0.347138	1546307
0.229426	1548359
0.424041	1544270
0.374857	1544270
0.374343	1544270
0.399017	1546322
0.366621	1548370
0.464916	1546324
0.395836	1544275
0.453504	1544276
0.394646	1544276
0.334543	1548373
0.393505	1546327
0.453425	1544278
0.443887	1546327
0.391230	1546329
0.175715	1548379
0.175796	1546332
0.441922	1546336
0.277157	1546339
0.275692	1546339
0.207452	1548389
0.452147	1550440
0.184905	1546345
0.377048	1546346
0.376945	1544298
0.216733	1548399
0.454986	1546355
0.284922	1548408
0.228839	1548413
0.348067	1544321
0.350698	1546370
0.351691	1548418
0.244690	1548422
0.336254	1548429
0.341692	1548434
0.228978	1546388
0.164466	1546390
0.337611	1546390
0.283606	1546396
0.375484	1548445
0.264174	1546398
0.375161	1544349
0.431557	1546398
0.189543	1546399
0.310854	1546402
0.166346	1544359
0.167580	1544359
0.401312	1546417
0.180599	1548465
0.397161	1546417
0.356802	1546418
0.398414	1548465
0.450405	1546418
0.433511	1544370
0.451456	1548469
0.459607	1546422
0.233520	1548477
0.298631	1546429
0.263856	1548479
0.264854	1548479
0.267107	1546431
0.448588	1544384
0.394295	1544385
0.357008	1548481
0.172870	1548485
0.330616	1550536
0.322480	1546453
0.212229	1548501
0.399551	1544408
0.339580	1546459
0.353835	1546460
0.400230	1550560
0.259679	1546465
0.311545	1544417
0.312719	1548514
0.314713	1546467
0.359190	1548520
0.296023	1546475
0.413902	1546476
0.172117	1546479
0.423303	1546481
0.211399	1550577
0.212115	1548529
0.420758	1548529
0.373097	1546482
0.391705	1544435
0.337155	1546484
0.376727	1550582
0.315451	1548534
0.425834	1548534
0.318705	1544440
0.234779	1544441
0.315280	1546489
0.448030	1544444
0.326022	1546503
0.400259	1546504
0.338941	1546504
0.401493	1546504
0.330974	1548552
0.401260	1548552
0.425089	1546505
0.331103	1548554
0.330626	1546510
0.218116	1550607
0.287024	1546512
0.218143	1546514
0.330252	1550623
0.292568	1595156
0.358106	1597217
0.275783	1597218
0.281225	1597226
0.271270	1597238
0.209093	1599289
0.369426	1597242
0.405938	1599290
0.460163	1597242
0.345673	1597244
0.204578	1597245
0.384653	1599296
0.371128	1599298
0.269581	1595208
0.271458	1597256
0.358361	1597261
0.168557	1597271
0.449810	1599321
0.300750	1599323
0.299985	1599324
0.370314	1599324
0.205714	1595229
0.419814	1599325
0.208705	1599326
0.209080	1597278
0.458481	1599327
0.376259	1601376
0.395364	1595232
0.186459	1601379
0.364024	1597289
0.356616	1597289
0.361582	1599340
0.179592	1599341
0.383855	1597294
0.340950	1595248
0.366805	1599345
0.366691	1599345
0.366891	1597297
0.465018	1597298
0.394302	1599346
0.386941	1601400
0.438238	1597309
0.221951	1601409
0.254931	1595275
0.192401	1601425
0.304155	1599379
0.302518	1597331
0.347556	1597334
0.371606	1597339
0.262343	1597342
0.373835	1599393
0.374463	1595297
0.309525	1597346
0.416461	1597348
0.440778	1601446
0.303394	1601446
0.268005	1597352
0.185779	1599402
0.391092	1597355
0.348234	1595307
0.392627	1599403
0.462930	1597355
0.369738	1601452
0.269075	1597357
0.260691	1599407
0.398469	1601454
0.399533	1597359
0.465868	1595312
0.426777	1601456
0.275425	1599410
0.283631	1599413
0.362846	1597365
0.281567	1599415
0.257126	1597367
0.351754	1601469
0.403730	1595334
0.351299	1601480
0.355210	1597386
0.255324	1595344
0.329501	1599441
0.253788	1599443
0.457085	1599443
0.325771	1599445
0.455597	1601493
0.251098	1597398
0.322226	1601495
0.326222	1599448
0.250031	1601498
0.172768	1601498
0.343481	1597405
0.363389	1599462
0.357853	1597416
0.355768	1599465
0.280825	1601513
0.252333	1597419
0.375403	1599468
0.370804	1597426
0.388265	1595379
0.339358	1597433
0.164392	1599485
0.427271	1599485
0.355284	1601533
0.172252	1601534
0.349986	1597438
0.407730	1601535
0.464688	1597440
0.404880	1595394
0.401274	1599491
0.377681	1599492
0.360679	1599501
0.279276	1601549
0.328452	1599502
0.211120	1599503
0.279635	1597454
0.278804	1599503
0.395730	1599503
0.179810	1599504
0.270589	1597456
0.459325	1599510
0.399531	1601558
0.290561	1595415
0.197852	1597464
0.349466	1601561
0.206442	1597468
0.295472	1597469
0.363891	1601566
0.364073	1597470
0.262711	1601566
0.257963	1599519
0.360434	1599519
0.294727	1597472
0.173150	1599524
0.309728	1599524
0.279537	1595432
0.168558	1599529
0.280409	1597484
0.295625	1597486
0.204962	1597486
0.211866	1601583
0.418209	1595442
0.418088	1599539
0.233467	1599544
0.434184	1599545
0.236129	1595449
0.233667	1597497
0.330695	1597497
0.392637	1599549
0.409155	1601598
0.422127	1595455
0.354086	1599558
0.180665	1599562
0.284237	1597514
0.419199	1597515
0.387629	1597515
0.196409	1599570
0.190503	1597526
0.453535	1599576
0.456543	1597527
0.451193	1599576
0.275803	1601625
0.190718	1599578
0.353372	1599581
0.189374	1597535
0.390530	1599586
0.188511	1597538
0.294004	1597544
0.276686	1597548
0.281118	1601644
0.273929	1601645
0.288191	1597549
0.217725	1601645
0.290002	1597549
0.407911	1599608
0.184016	1597561
0.408639	1597562
0.200212	1601661
0.237273	1597566
0.310525	1599615
0.309264	1595526
0.325006	1599622
0.294242	1599622
0.270660	1599622
0.328152	1597574
0.448854	1597574
0.448465	1597574
0.341797	1601672
0.426659	1595529
0.349485	1597580
0.294600	1599631
0.286499	1601680
0.443788	1597590
0.397157	1601688
0.165876	1599642
0.361329	1599642
0.401765	1595551
0.332625	1597601
0.434431	1601707
0.444536	1601708
0.400454	1601708
0.160037	1597621
0.278736	1595576
0.278615	1597624
0.352272	1597627
0.184821	1601730
0.184371	1597634
0.200701	1601737
0.204956	1601742
0.316899	1599698
0.318681	1595602
0.330131	1601748
0.357410	1599701
0.402782	1599702
0.401935	1599703
0.402856	1597655
0.361639	1597655
0.249085	1597658
0.326164	1601754
0.218811	1599707
0.218867	1601755
0.347156	1597659
0.214718	1601756
0.387360	1599708
0.215888	1601756
0.281971	1595613
0.291576	1597664
0.284840	1599712
0.217305	1601761
0.216608	1597665
0.323531	1599716
0.344208	1599722
0.399373	1597674
0.312698	1595633
0.217314	1595634
0.322836	1599731
0.284412	1597689
0.334468	1597692
0.365281	1584873
0.310222	1588970
0.310261	1586924
0.362731	1588973
0.267657	1586927
0.189831	1588975
0.459128	1588979
0.200278	1584883
0.199432	1586933
0.267769	1588984
0.173421	1586937
0.270624	1586938
0.405443	1584892
0.268486	1584893
0.468519	1586944
0.294897	1584897
0.468787	1588993
0.427492	1586947
0.469106	1584901
0.450409	1586953
0.452960	1591050
0.308140	1584908
0.219534	1589005
0.161226	1586963
0.292228	1584915
0.405879	1586965
0.259724	1584917
0.325528	1586969
0.457254	1589018
0.405781	1586971
0.313303	1584926
0.318698	1586975
0.166071	1589023
0.325945	1584927
0.326154	1589023
0.329804	1586975
0.318128	1584927
0.319700	1584927
0.320528	1584927
0.310457	1586980
0.360964	1584932
0.359555	1584933
0.341420	1584934
0.458085	1584934
0.334161	1589035
0.427862	1589037
0.342967	1586995
0.222250	1589045
0.342279	1587003
0.366239	1584955
0.358070	1584956
0.368065	1589053
0.335078	1589054
0.369197	1587008
0.328609	1587015
0.359887	1584967
0.419809	1589067
0.420884	1589067
0.468987	1589070
0.404444	1587027
0.169328	1589078
0.268965	1589078
0.302009	1589084
0.221197	1587040
0.395371	1584993
0.276101	1587042
0.319769	1587043
0.369947	1585001
0.355867	1587050
0.355493	1589097
0.466247	1587050
0.400515	1587052
0.347572	1589102
0.313252	1587054
0.465133	1589103
0.393368	1589107
0.393990	1582965
0.274889	1587063
0.392915	1589112
0.169997	1585018
0.429554	1589115
0.460723	1587067
0.432150	1589114
0.434389	1585019
0.325995	1587067
0.432748	1589115
0.434625	1589115
0.325654	1589115
0.325820	1587070
0.387959	1587072
0.315673	1589127
0.385640	1589134
