z	 pix 
0.179466	364887
0.345643	776160
0.170728	952573
0.296483	1559525
0.294583	1598320
0.330577	219185
0.294370	806733
0.344020	235425
0.175326	732879
0.385425	164875
0.251235	410277
0.189003	1225002
0.217765	1173632
0.248161	852230
0.238157	942189
0.375391	687971
0.377231	843553
0.234458	1046211
0.467898	1588296
0.376439	919986
0.376663	1591374
0.371173	841470
0.333059	991356
0.335091	1566814
0.235007	886974
0.344751	1545392
0.231538	766354
0.235463	769985
0.332092	710656
0.239373	1275796
0.361582	1386397
0.216864	192122
0.235032	1288032
0.309231	1547258
0.366179	704361
0.388261	1757962
0.234409	717047
0.324496	577469
0.227407	690243
0.381470	263593
0.370538	285774
0.343151	753809
0.349963	410452
0.260182	519868
0.343307	655439
0.343413	220318
0.294610	184777
0.295442	500018
0.294820	1476957
0.351071	1171499
0.430174	544384
0.305910	991361
0.364332	164851
0.336835	1249203
0.329180	1307419
0.336655	1460090
0.337138	484243
0.326616	1558516
0.299898	421584
0.367567	573864
0.465157	1147887
0.229658	1222616
0.389796	1329396
0.250420	1544232
0.370697	790290
0.181287	244952
0.329074	1266452
0.369504	1055021
0.406610	755893
0.445059	1257127
0.397709	1192848
0.393219	997145
0.227693	636882
0.428209	851712
0.360226	581568
0.336724	782151
0.389475	548936
0.336271	624539
0.428356	682166
0.428145	1799319
0.434481	254948
0.425401	878330
0.338380	307107
0.353129	653651
0.204520	1823564
0.391072	1251641
0.391258	1243514
0.260965	1597353
0.165477	304038
0.336226	1184715
0.168587	220419
0.448283	426697
0.458211	817258
0.286638	1142785
0.349807	1230899
0.317934	1854460
0.409757	466406
0.312346	616177
0.412876	1190191
0.451722	1451858
0.178555	284120
0.262411	349396
0.465541	767831
0.465277	261902
0.286738	903415
0.466540	1776854
0.195687	1462001
0.228782	645317
0.229257	739359
0.401862	1569756
0.271896	460873
0.372612	1112350
0.357752	213975
0.280137	116165
0.363961	815047
0.330854	1173896
0.315309	815205
0.458496	168452
0.420978	1525738
0.183699	792798
0.258207	1482959
0.183045	1353453
0.183824	1536028
0.314846	911513
0.315129	618446
0.381547	151270
0.407334	1159214
0.258769	1580974
0.237433	1089679
0.411244	807016
0.203290	704159
0.204823	714924
0.343413	1335567
0.338971	1267412
0.342528	542545
0.343054	762300
0.343715	870821
0.345329	575905
0.344906	361000
0.216504	708553
0.374669	123018
0.251552	1544309
0.415986	638759
0.386179	745298
0.401524	999373
0.397715	663667
0.464272	394472
0.464441	1329190
0.393126	516427
0.464578	339629
0.463789	935623
0.297268	318371
0.420114	120047
0.311283	478045
0.411546	1390873
0.412963	262078
0.411643	1388649
0.282943	1003648
0.219267	1210512
0.340310	1322693
0.227746	1371918
0.339498	886707
0.216463	1077413
0.340257	1005980
0.260382	1024262
0.305646	1228871
0.420517	1362091
0.422057	1407221
0.336108	704673
0.324655	987343
0.322246	1768283
0.166021	534308
0.257674	1729890
0.458959	870424
0.442596	827309
0.422952	1073272
0.178376	1315082
0.255117	154515
0.263446	1370196
0.435305	528558
0.429748	1525917
0.361115	323094
0.197671	240628
0.203659	1566173
0.381873	784313
0.222259	1161342
0.216198	253400
0.279675	1054729
0.321183	1611966
0.439839	831261
0.446439	886785
0.441687	1140788
0.424406	1221776
0.438900	1173205
0.304655	759857
0.376603	628937
0.366065	1829904
0.449900	154807
0.224543	299688
0.217867	1213613
0.301714	405218
0.172582	1106177
0.438276	1515281
0.324060	423242
0.338987	548772
0.299586	1052839
0.299769	1022245
0.389045	1164195
0.313583	1145048
0.367061	677666
0.218318	1548231
0.355757	1554294
0.249387	1605672
0.336402	792507
0.335431	212464
0.389531	807187
0.357512	1253364
0.430775	1337108
0.203753	1250100
0.347536	1829787
0.312207	249279
0.335228	825718
0.346188	290364
0.383139	1533794
0.167306	502035
0.352579	929641
0.338864	1349543
0.387553	1388458
0.216881	880631
0.164490	870723
0.348578	901361
0.345320	236867
0.344744	1703265
0.262494	1098001
0.163973	612418
0.394313	1838181
0.207881	1069391
0.393851	1864769
0.323238	583705
0.386199	1447962
0.307831	878879
0.311367	224744
0.451817	782252
0.179053	536338
0.336533	176466
0.382070	314956
0.449605	1150777
0.345343	1592251
0.448804	334770
0.345788	394151
0.392153	915715
0.360084	415540
0.400103	266550
0.401300	1255351
0.466367	460854
0.262599	941947
0.406031	1636561
0.248037	1416902
0.409305	240633
0.348078	1513681
0.385383	1492942
0.436830	1560971
0.350970	1074958
0.356093	1124240
0.184861	190007
0.184730	349659
0.339023	1337303
0.442233	492323
0.362691	428920
0.357851	1597445
0.389228	639301
0.206049	1166445
0.196462	1429682
0.381053	378686
0.295015	1267693
0.350544	1482844
0.195782	144770
0.352826	1585979
0.341129	1308522
0.341464	1273541
0.462220	1760062
0.340570	516295
0.218577	1111998
0.398437	962397
0.385972	1118373
0.365966	1240245
0.365819	1194187
0.406077	1101994
0.298200	1410995
0.379764	1343649
0.351377	401684
0.457059	985519
0.320112	972875
0.195254	1218273
0.231754	1235093
0.400510	1176448
0.398914	1751842
0.403311	1794865
0.399491	1023644
0.398788	1028358
0.303224	691887
0.281504	257534
0.433757	1243010
0.396055	511682
0.451610	971083
0.260679	380448
0.259261	1838226
0.242670	1259495
0.387907	1116172
0.348395	476660
0.432595	1007996
0.297588	1394782
0.396730	170562
0.296064	1341314
0.350324	403317
0.350221	743801
0.295720	1310704
0.271608	790912
0.309210	607943
0.374488	780031
0.306081	1013523
0.431815	1437647
0.186035	1834165
0.413109	304386
0.243086	1416893
0.339256	777901
0.235314	1304816
0.237581	466381
0.302692	1099521
0.263080	1019886
0.267728	714712
0.416352	1580144
0.200957	637091
0.193857	567707
0.337244	1835914
0.432019	1552291
0.430819	240787
0.359157	1347648
0.360300	468251
0.347138	991557
0.229426	749874
0.424041	882693
0.374857	321805
0.374343	991256
0.399017	1251111
0.366621	1072884
0.464916	1170488
0.395836	1493034
0.453504	1552218
0.394646	1427519
0.334543	1501409
0.393505	698450
0.453425	1017913
0.443887	237971
0.391230	1095771
0.175715	136125
0.175796	1813354
0.441922	1369944
0.277157	1177503
0.275692	1596603
0.207452	485856
0.452147	581357
0.184905	1214503
0.377048	1646835
0.376945	1768270
0.216733	169385
0.454986	334460
0.284922	1261328
0.228839	1032052
0.348067	841977
0.350698	532649
0.351691	786787
0.244690	673955
0.336254	1390398
0.341692	399630
0.228978	369629
0.164466	1304391
0.337611	586122
0.283606	991535
0.375484	401578
0.264174	470265
0.375161	727026
0.431557	1182632
0.189543	1056417
0.310854	1242820
0.166346	999086
0.167580	721284
0.401312	898895
0.180599	1276104
0.397161	1180837
0.356802	709009
0.398414	220629
0.450405	408308
0.433511	1273989
0.451456	808592
0.459607	1580159
0.233520	1193097
0.298631	1219396
0.263856	989311
0.264854	1486608
0.267107	1224473
0.448588	1087688
0.394295	595845
0.357008	1543211
0.172870	1140398
0.330616	247613
0.322480	540821
0.212229	1378372
0.399551	1138568
0.339580	1472549
0.353835	1120615
0.400230	964533
0.259679	423285
0.311545	259351
0.312719	326273
0.314713	937790
0.359190	323150
0.296023	1156921
0.413902	784569
0.172117	1245328
0.423303	137220
0.211399	1253543
0.212115	917368
0.420758	121977
0.373097	666014
0.391705	725349
0.337155	308793
0.376727	516364
0.315451	282867
0.425834	438371
0.318705	490179
0.234779	272535
0.315280	231150
0.448030	1539819
0.326022	1245335
0.400259	561527
0.338941	1634551
0.401493	665755
0.330974	1374482
0.401260	190844
0.425089	171779
0.331103	1097601
0.330626	847891
0.218116	351079
0.287024	993608
0.218143	558923
0.330252	649556
0.292568	614120
0.358106	443598
0.275783	1341600
0.281225	397816
0.271270	1578715
0.209093	1384426
0.369426	1441686
0.405938	585469
0.460163	1327250
0.345673	876596
0.204578	926012
0.384653	1699166
0.371128	999528
0.269581	443895
0.271458	673493
0.358361	905059
0.168557	1220505
0.449810	1104269
0.300750	1102148
0.299985	915110
0.370314	909227
0.205714	1038556
0.419814	772539
0.208705	260503
0.209080	851656
0.458481	538490
0.376259	1240247
0.395364	1163108
0.186459	884491
0.364024	1501516
0.356616	445806
0.361582	1532089
0.179592	1454362
0.383855	256316
0.340950	449271
0.366805	1585283
0.366691	1807546
0.366891	637281
0.465018	343029
0.394302	651422
0.386941	1409099
0.438238	1167689
0.221951	509936
0.254931	1419439
0.192401	341249
0.304155	706232
0.302518	582031
0.347556	768281
0.371606	751342
0.262343	993375
0.373835	864116
0.374463	1374208
0.309525	864606
0.416461	1549062
0.440778	318321
0.303394	1555547
0.268005	341225
0.185779	868506
0.391092	1456068
0.348234	1116118
0.392627	484199
0.462930	1210105
0.369738	849786
0.269075	216566
0.260691	906950
0.398469	1392533
0.399533	1547240
0.465868	1370349
0.426777	1577193
0.275425	831365
0.283631	150100
0.362846	731317
0.281567	1836106
0.257126	1425665
0.351754	413951
0.403730	1547538
0.351299	1188006
0.355210	1148670
0.255324	1382635
0.329501	704441
0.253788	823712
0.457085	1644643
0.325771	1359605
0.455597	546643
0.251098	1359814
0.322226	853868
0.326222	1233014
0.250031	274010
0.172768	1112240
0.343481	1486735
0.363389	417414
0.357853	956100
0.355768	1032154
0.280825	1259439
0.252333	976924
0.375403	488046
0.370804	561222
0.388265	1361908
0.339358	817293
0.164392	1568053
0.427271	743207
0.355284	486494
0.172252	458699
0.349986	436010
0.407730	1339244
0.464688	1599564
0.404880	327959
0.401274	1462402
0.377681	423047
0.360679	776479
0.279276	213683
0.328452	765758
0.211120	594293
0.279635	1495255
0.278804	1594590
0.395730	538499
0.179810	1333138
0.270589	1066731
0.459325	1201887
0.399531	1452319
0.290561	1169557
0.197852	874816
0.349466	1318616
0.206442	1599401
0.295472	1807533
0.363891	891147
0.364073	1311078
0.262711	491899
0.257963	1542374
0.360434	436128
0.294727	269201
0.173150	212649
0.309728	680339
0.279537	1790801
0.168558	1319109
0.280409	1490729
0.295625	790407
0.204962	398070
0.211866	841907
0.418209	782270
0.418088	1789195
0.233467	769757
0.434184	1382679
0.236129	884952
0.233667	1218922
0.330695	639013
0.392637	1183986
0.409155	155748
0.422127	321714
0.354086	486306
0.180665	1507496
0.284237	569762
0.419199	807262
0.387629	774461
0.196409	385134
0.190503	1378069
0.453535	1182854
0.456543	800892
0.451193	1093943
0.275803	1396439
0.190718	1596596
0.353372	1218702
0.189374	1536240
0.390530	240812
0.188511	1248056
0.294004	356248
0.276686	1640545
0.281118	693942
0.273929	722878
0.288191	743644
0.217725	1156922
0.290002	1564604
0.407911	798410
0.184016	387454
0.408639	1052669
0.200212	1249077
0.237273	1298309
0.310525	614744
0.309264	653504
0.325006	962768
0.294242	1028438
0.270660	1386288
0.328152	1169417
0.448854	1067304
0.448465	1367896
0.341797	170548
0.426659	172849
0.349485	464916
0.294600	610719
0.286499	647458
0.443788	898724
0.397157	1593574
0.165876	1829740
0.361329	893142
0.401765	188542
0.332625	1605850
0.434431	1415111
0.444536	347853
0.400454	1409016
0.160037	941965
0.278736	372983
0.278615	861929
0.352272	232679
0.184821	1089355
0.184371	329755
0.200701	1175302
0.204956	434435
0.316899	359656
0.318681	1179806
0.330131	1622045
0.357410	242039
0.402782	1349850
0.401935	1774399
0.402856	868009
0.361639	1181447
0.249085	1130579
0.326164	371591
0.218811	1644671
0.218867	1260334
0.347156	646948
0.214718	1312462
0.387360	733435
0.215888	665649
0.281971	858330
0.291576	837385
0.284840	1545486
0.217305	1124732
0.216608	1848379
0.323531	1156062
0.344208	1073459
0.399373	555156
0.312698	1148764
0.217314	524369
0.322836	1640443
0.284412	1361899
0.334468	618710
0.365281	792399
0.310222	1245238
0.310261	1577750
0.362731	1821607
0.267657	1636413
0.189831	449413
0.459128	463099
0.200278	559044
0.199432	725241
0.267769	1028431
0.173421	751354
0.270624	1021616
0.405443	362914
0.268486	281255
0.468519	1253340
0.294897	1640644
0.468787	964854
0.427492	909384
0.469106	559176
0.450409	1760026
0.452960	361128
0.308140	1372524
0.219534	1486565
0.161226	846182
0.292228	1014093
0.405879	603975
0.259724	1854484
0.325528	1388740
0.457254	1296609
0.405781	266441
0.313303	1317209
0.318698	419555
0.166071	232709
0.325945	1872933
0.326154	354387
0.329804	347516
0.318128	1024395
0.319700	161557
0.320528	885157
0.310457	380143
0.360964	1337668
0.359555	780152
0.341420	410552
0.458085	1423717
0.334161	651499
0.427862	1601827
0.342967	894889
0.222250	1525821
0.342279	323470
0.366239	1862648
0.358070	447725
0.368065	565210
0.335078	1065281
0.369197	359386
0.328609	1376179
0.359887	1358032
0.419809	1139004
0.420884	368255
0.468987	1195009
0.404444	704157
0.169328	323086
0.268965	1648677
0.302009	237892
0.221197	1433476
0.395371	1197018
0.276101	179912
0.319769	1519767
0.369947	1003200
0.355867	603975
0.355493	1601039
0.466247	364832
0.400515	827130
0.347572	1550160
0.313252	1196297
0.465133	1136632
0.393368	968763
0.393990	983441
0.274889	845750
0.392915	950176
0.169997	1364008
0.429554	1372179
0.460723	1503020
0.432150	320182
0.434389	1148890
0.325995	1169194
0.432748	929811
0.434625	1155396
0.325654	610085
0.325820	1831903
0.387959	747673
0.315673	1568601
0.385640	782800
0.346662	644871
0.312382	375078
0.289144	1793238
0.346760	1372007
0.246621	947970
0.185657	1375944
0.380468	1298653
0.407604	1474567
0.404512	430351
0.408196	560978
0.278663	1246979
0.468538	579210
0.269627	1809262
0.241096	737075
0.371000	1197018
0.449645	1347965
0.279749	911432
0.276336	1317027
0.364492	486158
0.459514	1553437
0.402964	474546
0.349905	1061004
0.193830	1141033
0.360492	804866
0.339728	490342
0.332181	1372132
0.357320	174172
0.327800	318423
0.324792	1772749
0.313989	1597579
0.248951	1372212
0.343251	1167693
0.325755	1304505
0.437117	1164331
0.349941	597981
0.350401	639242
0.259414	1464599
0.256490	905461
0.257510	1805520
0.371846	1431292
0.444288	583566
0.325202	482454
0.322688	1362123
0.272065	380216
0.244283	587466
0.242960	307602
0.323290	406889
0.248242	718801
0.178240	1602673
0.169505	622530
0.328226	678139
0.371058	1227653
0.168582	577159
0.167839	511886
0.328204	1128301
0.450221	1204450
0.258033	1197743
0.468293	383753
0.468822	239601
0.431257	453290
0.463364	755736
0.278032	659159
0.346106	176484
0.322882	976890
0.184508	655428
0.348402	1097403
0.335873	1523797
0.458763	172840
0.434530	1673182
0.346316	1253117
0.245119	1235824
0.425886	241143
0.347563	1577100
0.383771	1807537
0.345936	1341235
0.383250	265127
0.204776	857995
0.347210	1089771
0.435855	1363987
0.383461	900884
0.440957	302524
0.399291	244953
0.321673	1856444
0.301553	1306287
0.240933	927453
0.330302	1507254
0.295916	1593255
0.458426	1030185
0.292905	1306484
0.256850	1249619
0.403863	1199982
0.299519	624453
0.322666	293489
0.323804	256540
0.172448	1235098
0.301550	440243
0.323601	244858
0.202854	1600813
0.413808	777902
