z	 pix 
0.372503	1544045
0.440082	1600586
0.291284	986952
0.435742	1165177
0.224326	1546388
0.307714	1288339
0.227116	480313
0.215646	464581
0.361653	1386744
0.412182	606018
0.414352	1564580
0.314224	1331390
0.185886	680002
0.269585	1048428
0.375913	573736
0.284775	1013873
0.445351	1192126
0.367233	745671
0.162327	934219
0.231766	288812
0.264315	291849
0.447831	1474492
0.266795	1323311
0.251915	667317
0.317014	647015
0.372193	1811650
0.391103	766160
0.419312	1232555
0.428302	601776
0.338714	821502
0.332204	489978
0.353283	1454242
0.312054	581684
0.365063	829332
0.328174	1840128
0.423342	478085
0.289115	1286925
0.363823	760018
0.352353	1495326
0.458991	839339
0.329104	680004
0.270515	290458
0.207276	626752
0.293144	790883
0.301204	1300560
0.353593	1241385
0.289734	495725
0.397922	526699
0.261525	287305
0.249745	673528
0.370643	753508
0.439462	751423
0.314534	1568907
0.210066	862210
0.166977	1230610
0.462091	1576732
0.212856	880894
0.445971	1044764
0.457131	1128497
0.344603	1032476
0.276095	960642
0.335614	864483
0.331274	459005
0.417142	1482924
0.264005	913321
0.413112	987147
0.265865	927555
0.395442	516092
0.315154	670071
0.411252	1243099
0.352043	390785
0.374673	583848
0.375603	813472
0.344913	307455
0.369093	1390913
0.263385	775944
0.346773	659443
0.334994	1005240
0.205726	215301
0.361343	1864764
0.228666	443408
0.200146	595785
0.279195	1588172
0.338094	1075381
0.415282	1062700
0.380873	1207984
0.399162	366314
0.381803	187283
0.224636	649309
0.319804	972896
0.323834	1205942
0.337164	1353898
0.281055	688117
0.286325	1606847
0.264935	1195814
0.422102	1349436
0.414662	307472
0.403812	1592086
0.461471	1013724
0.415282	1560517
0.380563	820956
0.364133	302552
0.426752	1665024
0.454031	1312905
0.396372	715099
0.435122	794733
0.222156	463076
0.339334	735550
0.436362	628570
0.425202	556748
0.194566	595608
0.196736	817313
0.396062	790470
0.200146	1171712
0.344603	942107
0.363823	518516
0.377153	1437979
0.366613	375128
0.187126	1586918
0.461161	1599343
0.421482	401364
0.214096	604375
0.450311	575919
0.353593	929433
0.228046	1100097
0.235486	708683
0.357003	278468
0.318874	976590
0.400092	231080
0.462091	847848
0.340883	299287
0.458991	837649
0.272995	445342
0.314224	893108
0.258735	616212
0.303064	597959
0.253155	1124593
0.353593	1441824
0.370953	716742
0.276095	1105590
0.463331	1476506
0.225876	1386629
0.265865	628913
0.329104	581720
0.431092	243701
0.425202	1200006
0.321664	1138389
0.345843	683776
0.450621	980936
0.283225	1452312
0.398852	1640529
0.295624	291812
0.457751	484250
0.352663	653108
0.303684	1840003
0.192086	911156
0.233626	1735419
0.374673	1044543
0.349873	299749
0.202006	1597669
0.174727	639261
0.297794	522521
0.456511	1470287
0.264935	1549363
0.332824	487933
0.233936	434153
0.222466	862395
0.389553	1071157
0.371263	921498
0.438532	796329
0.239825	227106
0.301824	1490758
0.294074	397771
0.382423	405091
0.408152	1570529
0.445971	1181728
0.283225	332928
0.300274	299310
0.268655	1846278
0.295934	1353439
0.359793	1302468
0.160777	823616
0.370333	1505234
0.255945	443594
0.174417	512118
0.294074	1590124
0.430782	1255110
0.344913	1111994
0.298414	1636666
0.399782	1829718
0.271445	757427
0.247885	1553626
0.315774	1729272
0.224016	1087146
0.182167	1538156
0.184337	638841
0.317944	593910
0.342743	451087
0.328174	977291
0.406912	1099534
0.354523	1429838
0.249435	1562381
0.359483	1495048
0.445971	1188063
0.196116	577664
0.326624	444052
0.326004	1067172
0.318564	624741
0.285705	1122116
0.341813	422878
0.283225	557180
0.281055	569524
0.322904	515841
0.354213	1186072
0.276715	430270
0.179377	256663
0.377153	1478510
0.422722	1156855
0.384593	1013791
0.273305	414010
0.326624	671988
0.237965	1591018
0.252535	1394561
0.361343	1452277
0.453411	544645
0.336234	1189690
0.432332	1253514
0.423032	598416
0.262765	1093449
0.213166	357631
0.303994	823194
0.169457	700276
0.195186	590212
0.433882	694401
0.289734	1165282
0.310504	960625
0.260595	1376451
0.211616	502401
0.335614	722943
0.416522	1770778
0.369713	417537
0.283225	833491
0.325694	251958
0.338714	1118371
0.345533	1585240
0.461781	1326868
0.354213	792206
0.311124	143743
0.269895	821119
0.319494	1186823
0.172867	786869
0.288185	153508
0.378703	1778455
0.361343	708808
0.246025	1245299
0.343363	1234889
0.295004	827469
0.405672	235450
0.444731	1183733
0.434502	1480971
0.456201	1172527
0.330964	1128450
0.337784	1594572
0.365993	745755
0.334374	1378609
0.363203	379996
0.226186	1542914
0.341503	1205946
0.338094	639012
0.255015	304247
0.469531	1380668
0.345533	1850334
0.355763	1143136
0.361033	637191
0.424272	441774
0.229596	1545284
0.312054	737285
0.304304	364887
0.368163	776160
0.403192	952573
0.398542	1559525
0.299964	1598320
0.321974	219185
0.323214	806733
0.358863	235425
0.335614	732879
0.418692	164875
0.273615	410277
0.270515	1225002
0.206656	1173632
0.460231	852230
0.190226	942189
0.190226	687971
0.424582	843553
0.321044	1046211
0.333754	1588296
0.208516	919986
0.250675	1591374
0.396682	841470
0.424582	991356
0.349873	1566814
0.371263	886974
0.362273	1545392
0.342743	766354
0.388933	769985
0.229596	710656
0.335304	1275796
0.320114	1386397
0.416832	192122
0.185267	1288032
0.348943	1547258
0.390483	704361
0.368163	1757962
0.184027	717047
0.347393	577469
0.454961	690243
0.311124	263593
0.180927	285774
0.257495	753809
0.403502	410452
0.346463	519868
0.324454	655439
0.182787	220318
0.277645	184777
0.269895	500018
0.374363	1476957
0.434502	1171499
0.430472	544384
0.382113	991361
0.321044	164851
0.384903	1249203
0.178137	1307419
0.389553	1460090
0.233316	484243
0.265245	1558516
0.261215	421584
0.358243	573864
0.400092	1147887
0.331584	1222616
0.363203	1329396
0.406292	1544232
0.439462	790290
0.332824	244952
0.252845	1266452
0.376843	1055021
0.284155	755893
0.242925	1257127
0.329104	1192848
0.332204	997145
0.435742	636882
0.200146	851712
0.183097	581568
0.430782	782151
0.370643	548936
0.369713	624539
0.430782	682166
0.301204	1799319
0.310194	254948
0.370333	878330
0.425512	307107
0.367853	653651
0.374983	1823564
0.265555	1251641
0.434502	1243514
0.252225	1597353
0.397922	304038
0.399472	1184715
0.343053	220419
0.403812	426697
0.161397	817258
0.320424	1142785
0.328174	1230899
0.320734	1854460
0.365683	466406
0.315464	616177
0.329724	1190191
0.323524	1451858
0.185577	284120
0.248815	349396
0.342743	767831
0.352663	261902
0.315774	903415
0.369403	1776854
0.270205	1462001
0.433882	645317
0.401952	739359
0.347703	1569756
0.348633	460873
0.332204	1112350
0.286015	213975
0.421482	116165
0.436672	815047
0.212236	1173896
0.460231	815205
0.431712	168452
0.382733	1525738
0.238895	792798
0.373433	1482959
0.263075	1353453
0.407842	1536028
0.175347	911513
0.180927	618446
0.180617	151270
0.391723	1159214
0.265555	1580974
0.396682	1089679
0.454031	807016
0.296554	704159
0.284155	714924
0.288805	1335567
0.419002	1267412
0.325694	542545
0.362893	762300
0.232696	870821
0.273305	575905
0.360103	361000
0.201076	708553
0.164187	123018
0.458681	1544309
0.369403	638759
0.401642	745298
0.342123	999373
0.278575	663667
0.462711	394472
0.352663	1329190
0.350803	516427
0.299654	339629
0.281675	935623
0.180307	318371
0.365373	120047
0.400712	478045
0.334994	1390873
0.167287	262078
0.214096	1388649
0.429232	1003648
0.332514	1210512
0.365993	1322693
0.392343	1371918
0.298414	886707
0.209136	1077413
0.338404	1005980
0.355763	1024262
0.300274	1228871
0.309574	1362091
0.237655	1407221
0.250055	704673
0.316084	987343
0.429232	1768283
0.202316	534308
0.180307	1729890
0.292214	870424
0.250365	827309
0.372193	1073272
0.368783	1315082
0.218746	154515
0.353283	1370196
0.336544	528558
0.202006	1525917
0.426132	323094
0.451861	240628
0.295314	1566173
0.271755	784313
0.364753	1161342
0.432952	253400
0.361653	1054729
0.221846	1611966
0.239825	831261
0.339334	886785
0.467671	1140788
0.284155	1221776
0.339954	1173205
0.330654	759857
0.234246	628937
0.388313	1829904
0.383353	154807
0.371263	299688
0.429542	1213613
0.391413	405218
0.376533	1106177
0.347393	1515281
0.450311	423242
0.347083	548772
0.304614	1052839
0.304304	1022245
0.216886	1164195
0.261215	1145048
0.169457	677666
0.410322	1548231
0.309884	1554294
0.160777	1605672
0.217506	792507
0.348323	212464
0.306784	807187
0.438842	1253364
0.348323	1337108
0.374363	1250100
0.316394	1829787
0.291904	249279
0.364443	825718
0.299654	290364
0.382113	1533794
0.364753	502035
0.269275	929641
0.200146	1349543
0.162947	1388458
0.167907	880631
0.363203	870723
0.339644	901361
0.225256	236867
0.466431	1703265
0.305854	1098001
0.335304	612418
0.274545	1838181
0.187436	1069391
0.182167	1864769
0.405672	583705
0.308334	1447962
0.339024	878879
0.361653	224744
0.422722	782252
0.347393	536338
0.250675	176466
0.392343	314956
0.226496	1150777
0.192706	1592251
0.350183	334770
0.366923	394151
0.296864	915715
0.194256	415540
0.199526	266550
0.465191	1255351
0.246645	460854
0.447211	941947
0.361343	1636561
0.409702	1416902
0.248815	240633
0.286635	1513681
0.402262	1492942
0.353593	1560971
0.309264	1074958
0.402572	1124240
0.313914	190007
0.204796	349659
0.279505	1337303
0.345223	492323
0.240445	428920
0.205416	1597445
0.311744	639301
0.267725	1166445
0.373743	1429682
0.244785	378686
0.284155	1267693
0.386143	1482844
0.391723	144770
0.409392	1585979
0.332204	1308522
0.291904	1273541
0.446281	1760062
0.357933	516295
0.342743	1111998
0.424582	962397
0.266175	1118373
0.324764	1240245
0.185267	1194187
0.361033	1101994
0.404122	1410995
0.370953	1343649
0.237965	401684
0.314844	985519
0.438842	972875
0.313604	1218273
0.373123	1235093
0.432642	1176448
0.324144	1751842
0.177827	1794865
0.410942	1023644
0.406292	1028358
0.324764	691887
0.226186	257534
0.451551	1243010
0.232386	511682
0.327244	971083
0.400402	380448
0.355143	1838226
0.349563	1259495
0.376843	1116172
0.464881	476660
0.377773	1007996
0.267725	1394782
0.422722	170562
0.176587	1341314
0.365373	403317
0.360413	743801
0.278575	1310704
0.268655	790912
0.184027	607943
0.206346	780031
0.348013	1013523
0.386453	1437647
0.328794	1834165
0.427372	304386
0.266795	1416893
0.352973	777901
0.345843	1304816
0.336854	466381
0.278265	1099521
0.236106	1019886
0.206346	714712
0.288495	1580144
0.389243	637091
0.230836	567707
0.317634	1835914
0.192706	1552291
0.192086	240787
0.342123	1347648
0.362273	468251
0.354213	991557
0.406602	749874
0.189296	882693
0.304924	321805
0.238275	991256
0.330034	1251111
0.294074	1072884
0.335924	1170488
0.216266	1493034
0.207586	1552218
0.402882	1427519
0.346773	1501409
0.329414	698450
0.329414	1017913
0.405982	237971
0.384903	1095771
0.205106	136125
0.172557	1813354
0.299964	1369944
0.338714	1177503
0.247885	1596603
0.467981	485856
0.242925	581357
0.196736	1214503
0.270825	1646835
0.375913	1768270
0.304614	169385
0.244475	334460
0.382113	1261328
0.235796	1032052
0.267105	841977
0.325074	532649
0.432022	786787
0.333134	673955
0.355763	1390398
0.269895	399630
0.247885	369629
0.233316	1304391
0.307404	586122
0.302754	991535
0.308334	401578
0.244785	470265
0.223086	727026
0.255635	1182632
0.413422	1056417
0.304614	1242820
0.299654	999086
0.289115	721284
0.375293	898895
0.391413	1276104
0.354523	1180837
0.423032	709009
0.381493	220629
0.301514	408308
0.238585	1273989
0.318564	808592
0.419622	1580159
0.433262	1193097
0.231766	1219396
0.357623	989311
0.255635	1486608
0.195806	1224473
0.352043	1087688
0.355763	595845
0.365063	1543211
0.208206	1140398
0.415592	247613
0.362273	540821
0.395442	1378372
0.262765	1138568
0.349873	1472549
0.381493	1120615
0.450311	964533
0.458371	423285
0.247265	259351
0.295624	326273
0.367853	937790
0.372813	323150
0.269895	1156921
0.340883	784569
0.256255	1245328
0.450311	137220
0.316394	1253543
0.204176	917368
0.304614	121977
0.372503	666014
0.429852	725349
0.468291	308793
0.305234	516364
0.329724	282867
0.305544	438371
0.460231	490179
0.354523	272535
0.370023	231150
0.343053	1539819
0.378703	1245335
0.188986	561527
0.338404	1634551
0.328484	665755
0.271755	1374482
0.221536	190844
0.422722	171779
0.428612	1097601
0.293144	847891
0.386143	351079
0.377153	993608
0.310504	558923
0.357313	649556
0.352973	614120
0.440702	443598
0.260285	1341600
0.235486	397816
0.164807	1578715
0.332514	1384426
0.397302	1441686
0.349253	585469
0.173487	1327250
0.278265	876596
0.211926	926012
0.373123	1699166
0.368163	999528
0.419002	443895
0.376223	673493
0.270825	905059
0.464261	1220505
0.415592	1104269
0.427372	1102148
0.427682	915110
0.329414	909227
0.253155	1038556
0.345533	772539
0.452481	260503
0.405052	851656
0.384593	538490
0.374673	1240247
0.279505	1163108
0.269275	884491
0.312364	1501516
0.377153	445806
0.237965	1532089
0.400712	1454362
0.433262	256316
0.240755	449271
0.226496	1585283
0.202936	1807546
0.327554	637281
0.368783	343029
0.253775	651422
0.467671	1409099
0.246335	1167689
0.395442	509936
0.371883	1419439
0.309574	341249
0.324454	706232
0.376533	582031
0.417762	768281
0.254705	751342
0.459301	993375
0.179997	864116
0.385523	1374208
0.300894	864606
0.341503	1549062
0.229596	318321
0.363513	1555547
0.426752	341225
0.373433	868506
0.463951	1456068
0.307714	1116118
0.403502	484199
0.294384	1210105
0.341503	849786
0.242925	216566
0.366303	906950
0.367233	1392533
0.411562	1547240
0.233006	1370349
0.205726	1577193
0.225566	831365
0.180927	150100
0.373743	731317
0.318874	1836106
0.267725	1425665
0.423032	413951
0.209136	1547538
0.211926	1188006
0.224326	1148670
0.414042	1382635
0.298724	704441
0.386143	823712
0.388003	1644643
0.331894	1359605
0.319804	546643
0.163567	1359814
0.348943	853868
0.179997	1233014
0.212236	274010
0.330964	1112240
0.466121	1486735
0.179067	417414
0.365993	956100
0.353903	1032154
0.436362	1259439
0.234246	976924
0.283535	488046
0.388313	561222
0.438842	1361908
0.368783	817293
0.411872	1568053
0.365373	743207
0.392962	486494
0.361033	458699
0.459301	436010
0.400092	1339244
0.359483	1599564
0.435432	327959
0.338404	1462402
0.216886	423047
0.265865	776479
0.323524	213683
0.463331	765758
0.282915	594293
0.310194	1495255
0.259045	1594590
0.170077	538499
0.327864	1333138
0.375293	1066731
0.422722	1201887
0.350803	1452319
0.315774	1169557
0.261525	874816
0.398852	1318616
0.361963	1599401
0.331274	1807533
0.441942	891147
0.375293	1311078
0.192396	491899
0.375603	1542374
0.268345	436128
0.337164	269201
0.281675	212649
0.282295	680339
0.366303	1790801
0.264315	1319109
0.351423	1490729
0.271445	790407
0.444112	398070
0.161087	841907
0.193326	782270
0.383663	1789195
0.221536	769757
0.394202	1382679
0.299344	884952
0.334374	1218922
0.288185	639013
0.212236	1183986
0.276405	155748
0.322284	321714
0.350493	486306
0.397612	1507496
0.387693	569762
0.368163	807262
0.260905	774461
0.225566	385134
0.323214	1378069
0.245715	1182854
0.171627	800892
0.298724	1093943
0.368783	1396439
0.316704	1596596
0.318254	1218702
0.243235	1536240
0.346153	240812
0.180927	1248056
0.264935	356248
0.385833	1640545
0.171007	693942
0.368783	722878
0.396682	743644
0.241065	1156922
0.396682	1564604
0.279815	798410
0.316084	387454
0.162017	1052669
0.245095	1249077
0.345843	1298309
0.282605	614744
0.185267	653504
0.347083	962768
0.337784	1028438
0.457131	1386288
0.452171	1169417
0.233006	1067304
0.395132	1367896
0.175657	170548
0.366613	172849
0.244475	464916
0.291904	610719
0.348323	647458
0.359793	898724
0.336234	1593574
0.247265	1829740
0.284775	893142
0.207276	188542
0.447211	1605850
0.380563	1415111
0.451861	347853
0.318564	1409016
0.204796	941965
0.306784	372983
0.452791	861929
0.368163	232679
0.230526	1089355
0.317944	329755
0.260905	1175302
0.169147	434435
0.347703	359656
0.320114	1179806
0.336544	1622045
0.291284	242039
0.293764	1349850
0.346153	1774399
0.427682	868009
0.336544	1181447
0.299034	1130579
0.344293	371591
0.256255	1644671
0.363513	1260334
0.309884	646948
0.366613	1312462
0.358553	733435
0.255635	665649
0.428302	858330
0.348943	837385
0.359173	1545486
0.418382	1124732
0.414352	1848379
0.323214	1156062
0.317634	1073459
0.294694	555156
0.335924	1148764
0.379013	524369
0.288805	1640443
0.375603	1361899
0.292834	618710
0.460541	792399
0.279195	1245238
0.389863	1577750
0.366613	1821607
0.331274	1636413
0.396682	449413
0.387073	463099
0.319804	559044
0.235486	725241
0.318254	1028431
0.325074	751354
0.353903	1021616
0.446591	362914
0.351423	281255
0.324454	1253340
0.458371	1640644
0.421792	964854
0.240445	909384
0.339024	559176
0.467981	1760026
0.308024	361128
0.264625	1372524
0.391413	1486565
0.353593	846182
0.456511	1014093
0.328794	603975
0.374363	1854484
0.405982	1388740
0.388933	1296609
0.257805	266441
0.438532	1317209
0.275785	419555
0.328174	232709
0.323524	1872933
0.318254	354387
0.405982	347516
0.250365	1024395
0.361653	161557
0.266175	885157
0.164807	380143
0.452171	1337668
0.336544	780152
0.327864	410552
0.172557	1423717
0.265555	651499
0.381183	1601827
0.259045	894889
0.444112	1525821
0.212546	323470
0.246645	1862648
0.252535	447725
0.422412	565210
0.377773	1065281
0.384283	359386
0.385523	1376179
0.301204	1358032
0.215956	1139004
0.418382	368255
0.269275	1195009
0.242305	704157
0.295934	323086
0.258735	1648677
0.328484	237892
0.334684	1433476
0.439152	1197018
0.303994	179912
0.402572	1519767
0.385833	1003200
0.321044	603975
0.395752	1601039
0.167287	364832
0.423342	827130
0.365063	1550160
0.346773	1196297
0.426752	1136632
0.285705	968763
0.448761	983441
0.339024	845750
0.271755	950176
0.299654	1364008
0.358863	1372179
0.401952	1503020
0.269275	320182
0.179067	1148890
0.360103	1169194
0.323214	929811
0.328174	1155396
0.425512	610085
0.230216	1831903
0.324764	747673
0.242615	1568601
0.374673	782800
0.247575	644871
0.347393	375078
0.218436	1793238
0.216886	1372007
0.302134	947970
0.321354	1375944
0.233626	1298653
0.279815	1474567
0.401022	430351
0.373743	560978
0.409392	1246979
0.326004	579210
0.363513	1809262
0.362583	737075
0.405052	1197018
0.299344	1347965
0.212546	911432
0.423342	1317027
0.341813	486158
0.415282	1553437
0.235176	474546
0.266795	1061004
0.420242	1141033
0.404742	804866
0.295624	490342
0.332824	1372132
0.305234	174172
0.247575	318423
0.399782	1772749
0.421172	1597579
0.331894	1372212
0.222776	1167693
0.226806	1304505
0.390793	1164331
0.418382	597981
0.452791	639242
0.453411	1464599
0.443802	905461
0.177207	1805520
0.184957	1431292
0.293454	583566
0.284465	482454
0.235176	1362123
0.354523	380216
0.279195	587466
0.301204	307602
0.195496	406889
0.322904	718801
0.469841	1602673
0.222156	622530
0.225566	678139
0.327864	1227653
0.308334	577159
0.360413	511886
0.290044	1128301
0.225876	1204450
0.336544	1197743
0.216266	383753
0.228976	239601
0.330034	453290
0.415902	755736
0.322284	659159
0.317944	176484
0.239515	976890
0.452171	655428
0.349873	1097403
0.357003	1523797
0.394822	172840
0.337784	1673182
0.432332	1253117
0.164807	1235824
0.418692	241143
0.389553	1577100
0.448141	1807537
0.285705	1341235
0.318874	265127
0.348323	857995
0.313294	1089771
0.317944	1363987
0.178137	900884
0.310504	302524
0.186506	244953
0.372503	1856444
0.214096	1306287
0.239205	927453
0.463331	1507254
0.215956	1593255
0.291594	1030185
0.262145	1306484
0.384283	1249619
0.369093	1199982
0.302444	624453
0.465811	293489
0.336544	256540
0.192086	1235098
0.340264	440243
0.415902	244858
0.464571	1600813
0.375293	777902
